"_case_","_event_","min_completion_time"
"XPZD","NEW","2015/07/05 04:41:10.000"
"XQBE","NEW","2015/07/15 16:20:48.000"
"XQCD","NEW","2015/01/02 21:50:09.000"
"XQEE","NEW","2015/09/11 11:07:22.000"
"XQHE","NEW","2015/09/29 08:02:12.000"
"XQID","NEW","2015/02/21 21:22:12.000"
"XQLD","NEW","2015/03/13 07:41:49.000"
"XQLE","NEW","2015/10/11 22:30:27.000"
"XQQD","NEW","2015/05/25 07:16:45.000"
"XRAE","NEW","2015/08/01 08:44:51.000"
"XRGE","NEW","2015/08/24 11:21:53.000"
"QXPD","RELEASE","2015/07/16 05:36:10.000"
"QXQD","RELEASE","2015/05/30 05:32:11.000"
"QXRD","RELEASE","2015/09/05 05:41:42.000"
"QXVD","RELEASE","2015/09/18 05:58:41.000"
"QXYD","RELEASE","2015/11/14 05:50:14.000"
"QYBD","RELEASE","2015/04/28 05:37:02.000"
"QYCD","RELEASE","2015/06/17 05:39:29.000"
"QYDE","RELEASE","2015/12/03 06:15:28.000"
"QYED","RELEASE","2015/03/18 06:04:22.000"
"QYIE","RELEASE","2015/10/30 04:49:48.000"
"QYWD","RELEASE","2015/06/17 05:32:18.000"
"QZBD","RELEASE","2015/06/05 05:31:10.000"
"QZCD","RELEASE","2015/04/28 05:30:51.000"
"QZEE","RELEASE","2015/08/20 05:52:50.000"
"QZID","RELEASE","2015/07/10 05:40:14.000"
"QZVD","RELEASE","2015/10/13 05:34:14.000"
"QZYC","RELEASE","2015/02/13 05:33:48.000"
"QZYD","RELEASE","2015/09/21 05:55:10.000"
"RACD","RELEASE","2015/02/26 18:57:44.000"
"RAFD","RELEASE","2015/03/30 16:57:18.000"
"RAID","RELEASE","2015/05/25 05:38:48.000"
"RAJE","RELEASE","2015/09/11 22:50:26.000"
"RBAE","RELEASE","2015/09/11 05:35:06.000"
"RBGE","RELEASE","2015/12/16 05:51:43.000"
"RBJD","RELEASE","2015/07/22 05:35:37.000"
"RBNE","RELEASE","2015/11/29 05:35:01.000"
"RBQD","RELEASE","2015/11/16 05:30:52.000"
"RCLD","RELEASE","2015/07/20 05:37:24.000"
"RCND","RELEASE","2015/07/27 05:45:44.000"
"RCPD","RELEASE","2015/07/18 05:36:34.000"
"RCRD","RELEASE","2015/09/08 05:40:08.000"
"RCSD","RELEASE","2015/08/08 05:33:17.000"
"RDED","RELEASE","2015/03/29 06:37:13.000"
"RDIE","RELEASE","2015/12/15 05:40:20.000"
"RDKD","RELEASE","2015/05/12 05:33:22.000"
"RDMD","RELEASE","2015/08/11 05:33:41.000"
"RDPD","RELEASE","2015/08/12 05:33:27.000"
"RDRD","RELEASE","2015/09/08 05:46:53.000"
"REAE","RELEASE","2015/11/17 06:10:21.000"
"REBD","RELEASE","2015/04/19 06:11:25.000"
"REBE","RELEASE","2015/08/29 05:46:56.000"
"REDE","RELEASE","2015/11/27 05:41:29.000"
"RELD","RELEASE","2015/07/13 05:32:23.000"
"RENE","RELEASE","2015/11/09 05:31:18.000"
"REOD","RELEASE","2015/07/10 05:34:12.000"
"REPD","RELEASE","2015/07/23 05:44:40.000"
"REWD","RELEASE","2015/09/28 05:57:54.000"
"RFID","RELEASE","2015/06/09 05:30:47.000"
"RFLE","RELEASE","2015/11/16 05:32:09.000"
"RFME","RELEASE","2015/11/25 05:45:21.000"
"RFTD","RELEASE","2015/05/29 05:43:18.000"
"RFZD","RELEASE","2015/10/22 05:39:34.000"
"RGJE","RELEASE","2015/11/26 05:37:40.000"
"RGQD","RELEASE","2015/07/29 05:32:38.000"
"RHBD","RELEASE","2015/04/26 06:11:31.000"
"RHPD","RELEASE","2015/07/16 05:42:23.000"
"RHWD","RELEASE","2015/07/24 05:43:00.000"
"RIAE","RELEASE","2015/12/04 05:36:59.000"
"RIBE","RELEASE","2015/11/14 05:38:17.000"
"RIEE","RELEASE","2015/08/07 05:58:40.000"
"RIKE","RELEASE","2015/12/15 05:49:45.000"
"RINE","RELEASE","2015/11/09 05:31:24.000"
"RIOE","RELEASE","2015/11/25 05:49:28.000"
"RIQD","RELEASE","2015/09/15 05:36:58.000"
"RJCD","RELEASE","2015/06/03 05:32:43.000"
"RJCE","RELEASE","2015/10/20 06:56:24.000"
"RJFE","RELEASE","2015/08/16 05:40:58.000"
"RJID","RELEASE","2015/03/31 06:35:23.000"
"RJTD","RELEASE","2015/09/08 05:43:59.000"
"RJZD","RELEASE","2015/09/16 05:48:42.000"
"RKCE","RELEASE","2015/12/18 06:01:05.000"
"RKFE","RELEASE","2015/10/26 04:58:45.000"
"RKIE","RELEASE","2015/10/05 05:33:39.000"
"RKQD","RELEASE","2015/07/19 05:31:54.000"
"RLCE","RELEASE","2015/09/09 05:34:44.000"
"RLFD","RELEASE","2015/12/23 06:06:08.000"
"RMAE","RELEASE","2015/11/27 05:52:26.000"
"RMBE","RELEASE","2015/11/08 06:10:20.000"
"RMDE","RELEASE","2015/09/22 05:59:48.000"
"RMEE","RELEASE","2015/12/10 05:35:39.000"
"RMGD","RELEASE","2015/05/11 05:33:21.000"
"RMHD","RELEASE","2015/06/28 05:30:14.000"
"RMND","RELEASE","2015/07/31 05:31:42.000"
"RMWD","RELEASE","2015/10/10 05:38:44.000"
"RMYC","RELEASE","2016/01/02 05:40:37.000"
"RMYD","RELEASE","2015/10/18 05:53:47.000"
"RNAE","RELEASE","2015/10/31 04:34:19.000"
"RNBE","RELEASE","2015/10/18 06:50:18.000"
"RNKD","RELEASE","2015/06/20 05:30:13.000"
"RNMD","RELEASE","2015/06/27 05:34:34.000"
"BZGE","CODE OK","2015/10/13 07:27:29.000"
"BZKD","CODE OK","2015/07/10 05:53:56.000"
"BZTD","CODE OK","2015/09/02 06:13:19.000"
"BZUD","CODE OK","2015/09/27 06:33:14.000"
"BZXD","CODE OK","2015/09/19 17:03:25.000"
"CABD","CODE OK","2015/04/29 05:46:50.000"
"CADD","CODE OK","2015/04/10 06:14:10.000"
"CAED","CODE OK","2015/04/20 06:00:58.000"
"CAHD","CODE OK","2015/05/16 05:44:52.000"
"CAJD","CODE OK","2015/06/01 06:35:57.000"
"CAMD","CODE OK","2015/07/27 05:58:35.000"
"CAND","CODE OK","2015/07/02 06:33:18.000"
"CAOD","CODE OK","2015/08/10 06:50:15.000"
"CAPD","CODE OK","2015/06/05 06:49:14.000"
"CARD","CODE OK","2015/06/07 06:08:41.000"
"CAYD","CODE OK","2015/10/30 09:11:57.000"
"CBDD","CODE OK","2015/03/09 06:04:48.000"
"CBGE","CODE OK","2015/11/11 06:08:47.000"
"CBKE","CODE OK","2015/10/04 06:11:22.000"
"CBMD","CODE OK","2015/07/10 06:38:34.000"
"CBRD","CODE OK","2015/07/16 06:39:15.000"
"CBUD","CODE OK","2015/10/13 20:41:42.000"
"CBYD","CODE OK","2015/10/25 15:50:30.000"
"CCCE","CODE OK","2015/10/05 06:21:02.000"
"CCID","CODE OK","2015/06/17 05:48:59.000"
"CCLD","CODE OK","2015/06/26 06:42:17.000"
"CCND","CODE OK","2015/07/27 06:10:13.000"
"CCQD","CODE OK","2015/09/03 09:41:45.000"
"CDUD","CODE OK","2015/07/02 06:13:26.000"
"CDWD","CODE OK","2015/10/11 06:31:02.000"
"CDXD","CODE OK","2015/10/22 07:38:12.000"
"CEFE","CODE OK","2015/11/20 06:16:57.000"
"CEGD","CODE OK","2015/05/09 06:12:49.000"
"CEIE","CODE OK","2015/10/03 06:10:24.000"
"CEWD","CODE OK","2015/06/24 06:06:23.000"
"CFKE","CODE OK","2015/12/14 06:30:10.000"
"CFXD","CODE OK","2015/10/10 07:30:46.000"
"CGKD","CODE OK","2015/07/09 05:49:19.000"
"CGTD","CODE OK","2015/07/15 06:37:38.000"
"CGWD","CODE OK","2015/09/05 07:53:24.000"
"CGXD","CODE OK","2015/10/14 07:22:01.000"
"CHGE","CODE OK","2015/11/24 06:15:52.000"
"CHKD","CODE OK","2015/04/23 05:40:50.000"
"CHKE","CODE OK","2015/11/17 06:41:33.000"
"CHWD","CODE OK","2015/06/20 06:05:40.000"
"CHXD","CODE OK","2015/11/12 06:23:00.000"
"CIBE","CODE OK","2015/07/17 13:20:37.000"
"CIDE","CODE OK","2015/09/28 12:39:54.000"
"CIEE","CODE OK","2016/01/02 06:27:57.000"
"CIFD","CODE OK","2015/05/22 05:50:00.000"
"CIJE","CODE OK","2015/11/29 07:28:24.000"
"CIZD","CODE OK","2015/09/30 06:09:03.000"
"CJDE","CODE OK","2015/10/28 06:49:01.000"
"CJEE","CODE OK","2015/11/08 05:32:46.000"
"CJHE","CODE OK","2015/10/22 09:44:34.000"
"CJJD","CODE OK","2015/06/27 06:35:15.000"
"CJJE","CODE OK","2015/12/07 06:24:15.000"
"CJMD","CODE OK","2015/07/16 05:42:05.000"
"CJOD","CODE OK","2015/07/10 05:53:53.000"
"CJPD","CODE OK","2015/07/06 05:54:53.000"
"CJRD","CODE OK","2015/06/15 06:05:01.000"
"CJSD","CODE OK","2015/09/10 06:57:44.000"
"CKAD","CODE OK","2015/04/03 07:24:44.000"
"CKED","CODE OK","2015/05/11 05:45:04.000"
"CKHD","CODE OK","2015/06/16 05:45:14.000"
"CKJD","CODE OK","2015/05/14 05:56:25.000"
"CKSD","CODE OK","2015/08/30 06:19:21.000"
"CKYD","CODE OK","2015/08/31 06:35:55.000"
"CLAD","CODE OK","2015/04/26 05:56:26.000"
"CLBD","CODE OK","2015/05/03 05:54:50.000"
"CLDD","CODE OK","2015/03/17 06:29:23.000"
"CLDE","CODE OK","2015/11/05 05:59:24.000"
"CLED","CODE OK","2015/05/26 05:45:12.000"
"CLEE","CODE OK","2016/01/01 06:01:15.000"
"CLJD","CODE OK","2015/06/30 06:34:40.000"
"CLJE","CODE OK","2015/10/06 08:56:06.000"
"CLND","CODE OK","2015/04/26 05:47:33.000"
"CLOD","CODE OK","2015/07/16 06:50:12.000"
"CLPD","CODE OK","2015/08/21 06:07:40.000"
"CLRD","CODE OK","2015/08/01 05:52:23.000"
"CLYD","CODE OK","2015/08/28 06:53:49.000"
"CMQD","CODE OK","2015/07/11 05:49:54.000"
"CMZD","CODE OK","2015/10/24 06:08:34.000"
"CNFD","CODE OK","2015/04/27 06:00:07.000"
"CNID","CODE OK","2015/05/23 06:29:11.000"
"CNQD","CODE OK","2015/05/19 05:44:12.000"
"CNZD","CODE OK","2015/10/31 05:15:51.000"
"COFE","CODE OK","2015/08/13 06:45:54.000"
"COID","CODE OK","2015/04/23 05:53:31.000"
"COND","CODE OK","2015/07/07 05:48:39.000"
"XRKE","NEW","2015/09/27 15:22:40.000"
"XRQD","NEW","2015/05/22 00:41:43.000"
"XRYD","NEW","2015/06/22 12:04:27.000"
"XSCE","NEW","2015/08/17 19:57:40.000"
"XSEE","NEW","2015/08/17 17:57:24.000"
"XSJD","NEW","2015/03/02 20:00:54.000"
"XSMD","NEW","2015/03/22 11:05:49.000"
"XSOE","NEW","2015/11/25 20:53:52.000"
"XSRD","NEW","2015/06/10 21:26:13.000"
"XSSD","NEW","2015/06/11 09:08:13.000"
"XSVD","NEW","2015/05/27 16:15:50.000"
"XTBE","NEW","2015/07/11 10:06:07.000"
"XTDD","NEW","2015/01/15 15:44:35.000"
"XTDE","NEW","2015/08/05 15:45:12.000"
"XTED","NEW","2015/02/18 09:44:33.000"
"XTHD","NEW","2015/02/15 21:15:38.000"
"XTID","NEW","2015/03/19 13:26:06.000"
"XTLD","NEW","2015/04/08 09:25:47.000"
"XTND","NEW","2015/05/07 01:26:22.000"
"XTQD","NEW","2015/05/22 20:35:43.000"
"XTWD","NEW","2015/06/11 06:57:40.000"
"XUDE","NEW","2015/07/31 21:29:33.000"
"XUGD","NEW","2015/02/11 23:53:06.000"
"XUHE","NEW","2015/09/05 22:30:19.000"
"XUTD","NEW","2015/06/18 05:16:31.000"
"XUZC","NEW","2015/01/14 05:24:54.000"
"XUZD","NEW","2015/07/28 13:54:25.000"
"XVFE","NEW","2015/09/12 13:09:25.000"
"XVTD","NEW","2015/05/18 14:19:23.000"
"XVZD","NEW","2015/07/04 07:44:41.000"
"XWDD","NEW","2015/01/22 15:52:23.000"
"XWED","NEW","2015/01/17 10:08:33.000"
"XWGE","NEW","2015/10/01 03:36:49.000"
"XWHD","NEW","2015/02/12 13:07:58.000"
"XWLD","NEW","2015/04/14 11:11:44.000"
"XWOD","NEW","2015/04/10 09:33:24.000"
"XWQD","NEW","2015/05/26 02:46:41.000"
"XWWD","NEW","2015/06/15 00:13:31.000"
"XXCE","NEW","2015/08/19 06:47:59.000"
"XXFE","NEW","2015/09/11 01:55:03.000"
"XXGD","NEW","2015/03/08 09:50:42.000"
"XXKD","NEW","2015/03/05 14:44:27.000"
"XXTD","NEW","2015/05/23 23:10:58.000"
"XYCD","NEW","2015/01/04 09:33:17.000"
"XYFD","NEW","2015/01/31 10:45:23.000"
"XYGE","NEW","2015/08/30 08:44:42.000"
"XYPD","NEW","2015/05/18 10:48:15.000"
"XYXD","NEW","2015/06/19 21:11:57.000"
"XYYD","NEW","2015/06/28 11:02:23.000"
"XZFD","NEW","2015/03/08 11:59:07.000"
"XZJD","NEW","2015/03/09 06:51:43.000"
"XZPD","NEW","2015/05/25 08:04:43.000"
"YABE","NEW","2015/07/11 08:26:17.000"
"YADD","NEW","2015/01/06 14:47:34.000"
"YAEE","NEW","2015/08/04 23:25:12.000"
"YAHD","NEW","2015/02/05 22:23:15.000"
"YAID","NEW","2015/03/22 14:10:33.000"
"YALD","NEW","2015/03/17 10:42:14.000"
"YAMD","NEW","2015/04/23 16:03:17.000"
"YAND","NEW","2015/04/21 10:14:33.000"
"YAOD","NEW","2015/05/01 08:14:28.000"
"YAWD","NEW","2015/07/01 14:56:19.000"
"YAYD","NEW","2015/07/21 10:50:09.000"
"YBBD","NEW","2015/01/19 02:04:15.000"
"YBED","NEW","2015/02/07 20:49:56.000"
"YBGE","NEW","2015/08/14 14:02:18.000"
"YBUD","NEW","2015/05/24 03:47:28.000"
"YCAE","NEW","2015/07/31 22:12:34.000"
"YCKE","NEW","2015/09/22 14:52:01.000"
"YCPD","NEW","2015/05/11 13:03:37.000"
"YCSD","NEW","2015/05/30 22:45:10.000"
"YCXD","NEW","2015/07/04 23:04:29.000"
"YDEE","NEW","2015/08/02 21:50:04.000"
"YDHD","NEW","2015/03/11 15:19:35.000"
"YDID","NEW","2015/02/22 11:29:09.000"
"YDJD","NEW","2015/02/19 14:30:05.000"
"YDLD","NEW","2015/03/07 01:12:11.000"
"YDMD","NEW","2015/04/18 08:18:35.000"
"YDSD","NEW","2015/05/05 23:04:39.000"
"YECE","NEW","2015/07/18 14:49:43.000"
"YEGD","NEW","2015/02/25 12:26:16.000"
"YEPD","NEW","2015/04/18 20:27:24.000"
"YERD","NEW","2015/05/08 01:03:25.000"
"YFCE","NEW","2015/07/25 08:05:27.000"
"YFID","NEW","2015/03/13 11:12:14.000"
"YFJD","NEW","2015/02/27 03:48:29.000"
"YFLD","NEW","2015/03/19 20:33:55.000"
"YFND","NEW","2015/03/25 11:27:04.000"
"YFWD","NEW","2015/07/06 09:53:43.000"
"YFYD","NEW","2015/07/18 05:05:27.000"
"YGAE","NEW","2015/08/06 21:45:22.000"
"YGDE","NEW","2015/08/22 03:59:25.000"
"YGED","NEW","2015/01/14 14:59:13.000"
"YGFE","NEW","2015/08/12 10:50:14.000"
"YGJE","NEW","2015/10/18 15:31:07.000"
"YGKD","NEW","2015/03/27 15:20:36.000"
"YGUD","NEW","2015/06/26 11:48:29.000"
"YHPD","NEW","2015/04/22 13:34:03.000"
"YHZD","NEW","2015/06/28 21:05:51.000"
"RNNE","RELEASE","2015/12/14 05:57:21.000"
"RNOD","RELEASE","2015/08/08 05:31:17.000"
"RNPD","RELEASE","2015/09/19 05:37:19.000"
"RNRD","RELEASE","2015/08/20 05:34:01.000"
"RNSD","RELEASE","2015/09/10 05:36:15.000"
"RNUD","RELEASE","2015/08/17 05:37:08.000"
"ROFE","RELEASE","2015/11/20 05:31:12.000"
"ROGD","RELEASE","2015/06/01 05:33:19.000"
"ROIE","RELEASE","2015/09/12 15:33:36.000"
"ROND","RELEASE","2015/06/25 05:30:45.000"
"ROQD","RELEASE","2015/04/23 22:49:11.000"
"ROYD","RELEASE","2015/08/31 05:36:36.000"
"RPCD","RELEASE","2015/05/06 05:33:51.000"
"RPDE","RELEASE","2015/11/30 09:47:48.000"
"RPFD","RELEASE","2015/06/02 05:36:05.000"
"RPID","RELEASE","2015/02/21 05:41:44.000"
"RPTD","RELEASE","2015/12/15 05:41:11.000"
"RPZD","RELEASE","2015/11/26 05:39:12.000"
"RQBE","RELEASE","2015/11/09 06:22:08.000"
"RQGE","RELEASE","2015/12/01 06:07:44.000"
"RQHD","RELEASE","2015/06/12 05:39:27.000"
"RQNE","RELEASE","2015/11/15 05:31:12.000"
"RQQD","RELEASE","2015/06/06 11:04:50.000"
"RQYD","RELEASE","2015/06/18 08:25:32.000"
"RRAE","RELEASE","2015/11/08 05:48:15.000"
"RREE","RELEASE","2016/01/01 05:34:51.000"
"RRKE","RELEASE","2015/10/11 06:08:50.000"
"RRLE","RELEASE","2015/11/14 06:04:18.000"
"RRME","RELEASE","2015/12/03 05:54:31.000"
"RSFD","RELEASE","2015/05/24 05:43:19.000"
"RSTD","RELEASE","2015/11/28 05:46:33.000"
"RSZD","RELEASE","2015/10/20 06:01:58.000"
"RTAE","RELEASE","2015/10/02 05:50:59.000"
"RTBE","RELEASE","2015/10/22 06:37:44.000"
"RTDE","RELEASE","2015/10/30 05:34:16.000"
"RTEE","RELEASE","2015/09/18 05:58:51.000"
"RTHD","RELEASE","2015/06/09 05:35:52.000"
"RTNE","RELEASE","2015/11/15 06:02:41.000"
"RTQD","RELEASE","2015/08/07 05:45:23.000"
"RTWD","RELEASE","2015/09/13 11:28:06.000"
"RTYD","RELEASE","2015/11/16 05:34:45.000"
"RUBD","RELEASE","2015/05/04 05:35:10.000"
"RUDD","RELEASE","2015/05/10 05:32:33.000"
"RUDE","RELEASE","2015/10/23 05:39:00.000"
"RUED","RELEASE","2015/03/03 18:58:33.000"
"RULD","RELEASE","2015/06/07 05:33:07.000"
"RULE","RELEASE","2015/10/22 23:54:20.000"
"RUME","RELEASE","2015/12/16 05:57:38.000"
"RUOD","RELEASE","2015/07/16 05:31:41.000"
"RUSD","RELEASE","2015/08/13 05:32:57.000"
"RUUD","RELEASE","2015/06/24 05:31:37.000"
"RUXD","RELEASE","2015/10/14 05:48:20.000"
"RVCD","RELEASE","2015/04/24 05:47:39.000"
"RVFD","RELEASE","2015/06/03 05:31:43.000"
"RVVD","RELEASE","2015/10/01 05:32:34.000"
"RWBD","RELEASE","2015/11/14 05:59:25.000"
"RWJD","RELEASE","2015/05/12 05:35:50.000"
"RWND","RELEASE","2015/07/12 05:37:25.000"
"RWOD","RELEASE","2015/05/17 22:46:37.000"
"RWWD","RELEASE","2015/06/17 22:56:44.000"
"RXAE","RELEASE","2015/09/04 05:37:11.000"
"RXCD","RELEASE","2015/04/19 05:58:38.000"
"RXDE","RELEASE","2015/08/02 09:19:37.000"
"RXEE","RELEASE","2015/09/27 05:40:57.000"
"RXKD","RELEASE","2015/07/04 05:36:00.000"
"RXUD","RELEASE","2015/06/27 22:47:38.000"
"RXXD","RELEASE","2015/10/23 05:31:07.000"
"RYCD","RELEASE","2015/04/09 05:34:43.000"
"RYFD","RELEASE","2015/05/07 05:33:05.000"
"RYIE","RELEASE","2015/11/03 04:51:16.000"
"RYVD","RELEASE","2015/10/28 04:55:19.000"
"RZFD","RELEASE","2015/04/30 05:42:03.000"
"RZTD","RELEASE","2015/08/18 05:37:03.000"
"RZZD","RELEASE","2015/10/03 05:39:41.000"
"SAFD","RELEASE","2015/05/03 05:43:13.000"
"SAGE","RELEASE","2015/09/02 05:49:40.000"
"SAKD","RELEASE","2015/10/13 06:40:28.000"
"SAOD","RELEASE","2015/06/06 05:34:27.000"
"SAZD","RELEASE","2015/11/22 05:31:28.000"
"SBDE","RELEASE","2015/09/15 05:36:29.000"
"SBEE","RELEASE","2015/12/02 05:33:38.000"
"SBGD","RELEASE","2015/02/06 18:59:02.000"
"SBID","RELEASE","2015/06/18 05:34:43.000"
"SBLD","RELEASE","2015/06/08 05:37:46.000"
"SBUD","RELEASE","2015/09/20 06:06:21.000"
"SBYD","RELEASE","2015/10/21 06:59:54.000"
"SCAE","RELEASE","2015/10/28 04:58:30.000"
"SCKE","RELEASE","2015/11/07 05:35:44.000"
"SCSD","RELEASE","2015/06/05 05:35:30.000"
"SDAE","RELEASE","2015/11/08 05:18:53.000"
"SDMD","RELEASE","2015/08/18 05:37:06.000"
"SEBE","RELEASE","2015/10/19 07:14:55.000"
"SEED","RELEASE","2015/01/17 23:05:21.000"
"SEEE","RELEASE","2015/11/02 05:54:30.000"
"SEHD","RELEASE","2015/05/09 05:32:33.000"
"SEHE","RELEASE","2015/12/28 05:34:53.000"
"SEQD","RELEASE","2015/08/18 05:47:40.000"
"SESD","RELEASE","2015/10/02 05:43:01.000"
"SEWD","RELEASE","2015/06/10 05:32:55.000"
"SFCE","RELEASE","2015/09/20 05:38:20.000"
"SFGD","RELEASE","2015/04/07 05:35:22.000"
"SFME","RELEASE","2015/12/29 05:48:16.000"
"SFOD","RELEASE","2015/06/04 05:36:32.000"
"SFTD","RELEASE","2015/05/27 05:43:41.000"
"SFUD","RELEASE","2015/09/21 05:34:07.000"
"SFYC","RELEASE","2015/01/03 10:51:57.000"
"SGLD","RELEASE","2015/07/17 05:36:09.000"
"SGUD","RELEASE","2015/08/24 05:43:06.000"
"SGVD","RELEASE","2015/09/26 05:32:03.000"
"SGYD","RELEASE","2015/09/26 05:38:27.000"
"SHDD","RELEASE","2015/11/23 06:07:24.000"
"SHDE","RELEASE","2015/10/21 07:44:07.000"
"SHED","RELEASE","2015/04/18 05:33:39.000"
"SHLE","RELEASE","2015/11/08 05:32:25.000"
"SHQD","RELEASE","2015/04/25 05:34:32.000"
"SHRD","RELEASE","2015/09/01 05:33:41.000"
"SHWD","RELEASE","2015/09/02 05:42:32.000"
"SIBE","RELEASE","2015/08/28 05:35:09.000"
"SICE","RELEASE","2015/09/11 05:31:18.000"
"SIEE","RELEASE","2015/11/06 05:40:03.000"
"SIHE","RELEASE","2015/10/12 05:58:16.000"
"SITD","RELEASE","2015/09/08 05:43:57.000"
"SIVD","RELEASE","2015/10/21 06:03:18.000"
"SJAD","RELEASE","2015/01/21 05:39:46.000"
"SJFE","RELEASE","2015/08/17 05:41:43.000"
"SJOD","RELEASE","2015/07/02 05:38:28.000"
"SKVD","RELEASE","2015/09/06 05:32:28.000"
"SLFD","RELEASE","2015/06/15 05:42:30.000"
"SLFE","RELEASE","2015/08/11 22:48:58.000"
"SLJD","RELEASE","2015/07/03 05:37:09.000"
"SLXD","RELEASE","2015/08/23 05:43:11.000"
"SLZD","RELEASE","2015/07/03 05:31:18.000"
"SMBE","RELEASE","2015/08/12 10:37:24.000"
"SMDD","RELEASE","2015/05/06 05:34:11.000"
"SMHD","RELEASE","2015/06/17 05:42:26.000"
"SMHE","RELEASE","2015/12/27 05:39:39.000"
"SMQD","RELEASE","2015/08/15 05:52:33.000"
"SMSD","RELEASE","2015/06/30 05:33:17.000"
"SMYD","RELEASE","2015/08/12 05:38:16.000"
"SNBD","RELEASE","2015/06/03 05:35:32.000"
"SNCD","RELEASE","2015/02/04 06:08:16.000"
"SNDE","RELEASE","2015/12/21 06:08:42.000"
"SNEE","RELEASE","2015/08/13 05:36:44.000"
"SNHE","RELEASE","2015/12/18 11:33:25.000"
"SNMD","RELEASE","2015/06/25 05:34:58.000"
"SNND","RELEASE","2015/05/04 05:35:50.000"
"SNWD","RELEASE","2015/09/07 05:48:05.000"
"SOID","RELEASE","2015/06/14 05:34:53.000"
"SOPD","RELEASE","2015/08/23 05:35:34.000"
"SOQD","RELEASE","2015/08/29 05:39:22.000"
"SORD","RELEASE","2015/09/06 05:38:00.000"
"SOYC","RELEASE","2015/01/03 14:48:19.000"
"SPBE","RELEASE","2015/12/30 05:44:22.000"
"SPCE","RELEASE","2015/11/25 05:54:35.000"
"SPFD","RELEASE","2015/04/27 05:41:26.000"
"SPHE","RELEASE","2015/12/04 06:00:11.000"
"SPJD","RELEASE","2015/04/18 05:36:06.000"
"SPKD","RELEASE","2015/06/10 05:38:39.000"
"SPOD","RELEASE","2015/11/01 13:46:49.000"
"SPZD","RELEASE","2015/10/30 05:43:08.000"
"SQGD","RELEASE","2015/06/04 05:34:41.000"
"SQID","RELEASE","2015/06/20 05:31:18.000"
"SQLD","RELEASE","2015/06/13 05:42:47.000"
"SQUD","RELEASE","2015/10/19 05:44:50.000"
"SQVD","RELEASE","2015/07/07 05:37:42.000"
"SQYD","RELEASE","2015/09/28 05:35:05.000"
"SRCE","RELEASE","2015/12/15 05:37:56.000"
"SREE","RELEASE","2015/11/06 05:36:43.000"
"SRGD","RELEASE","2015/05/07 05:34:22.000"
"SRID","RELEASE","2015/05/03 05:30:14.000"
"SRLD","RELEASE","2015/07/16 05:32:50.000"
"SRME","RELEASE","2015/11/16 05:50:39.000"
"SRTD","RELEASE","2015/06/21 05:41:20.000"
"SRUD","RELEASE","2015/08/18 05:34:26.000"
"SRVD","RELEASE","2015/10/05 05:39:00.000"
"SSAE","RELEASE","2015/10/08 05:58:54.000"
"SSFD","RELEASE","2015/05/08 05:34:35.000"
"SSGE","RELEASE","2015/12/16 05:47:50.000"
"SSJD","RELEASE","2015/06/30 05:37:48.000"
"SSKD","RELEASE","2015/06/02 05:37:57.000"
"YIBD","NEW","2015/02/02 08:16:15.000"
"YIGE","NEW","2015/08/20 10:00:37.000"
"YIKD","NEW","2015/03/29 21:55:38.000"
"YIPE","NEW","2015/12/23 00:42:13.000"
"YITD","NEW","2015/05/21 13:48:15.000"
"YIUD","NEW","2015/06/28 21:55:42.000"
"YJAD","NEW","2015/01/25 13:22:50.000"
"YJAE","NEW","2015/08/05 21:12:19.000"
"YJDE","NEW","2015/08/05 22:40:33.000"
"YJHD","NEW","2015/02/06 17:06:19.000"
"YJID","NEW","2015/03/17 10:56:03.000"
"YJOD","NEW","2015/05/02 14:06:23.000"
"YJOE","NEW","2015/11/17 22:49:08.000"
"YJWD","NEW","2015/07/11 07:38:15.000"
"YJYD","NEW","2015/06/23 01:38:00.000"
"YKAD","NEW","2015/01/18 15:46:44.000"
"YKDE","NEW","2015/08/01 13:26:09.000"
"YKFE","NEW","2015/09/10 20:44:33.000"
"YKHE","NEW","2015/10/03 08:48:07.000"
"YKOE","NEW","2015/12/13 19:09:10.000"
"YKQD","NEW","2015/05/01 03:26:02.000"
"YLBE","NEW","2015/08/14 00:46:30.000"
"YLDD","NEW","2015/01/17 14:27:16.000"
"YLEE","NEW","2015/09/08 08:21:02.000"
"YLFD","NEW","2015/03/03 09:04:20.000"
"YLHD","NEW","2015/03/05 05:54:56.000"
"YLID","NEW","2015/02/21 22:14:54.000"
"YLKE","NEW","2015/10/30 19:50:17.000"
"YLND","NEW","2015/03/27 14:28:05.000"
"YLOD","NEW","2015/04/13 13:35:37.000"
"YLWD","NEW","2015/06/14 10:22:54.000"
"YLYD","NEW","2015/06/19 23:11:45.000"
"YMGD","NEW","2015/01/31 10:52:02.000"
"YMRD","NEW","2015/06/05 02:21:09.000"
"YMZD","NEW","2015/07/06 14:43:39.000"
"YNCD","NEW","2015/02/06 10:54:50.000"
"YNHD","NEW","2015/03/13 16:24:44.000"
"YNMD","NEW","2015/03/23 09:34:31.000"
"YNSD","NEW","2015/05/07 16:15:44.000"
"YOAE","NEW","2015/08/04 10:25:35.000"
"YOKD","NEW","2015/04/08 13:39:45.000"
"YOKE","NEW","2015/09/29 10:47:21.000"
"YOTD","NEW","2015/06/11 14:01:37.000"
